日期,測站,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR 
2015/07/22,西屯,31.34783,10.17391,0,0,55.625,1.25,1.76667,195.83333,194.375,4.45417,4.34167,27.66667,1.6875,0.19667
2015/07/22,西屯,0.10625,4.075,11.675,15.575,15.29583,6.3,23.5,7.0,1.8,17.0,75.66667,2.375,1.775,190.45833
2015/07/23,西屯,189.79167,3.05833,3.0,30.16667,1.72917,0.20625,0.14667,3.65417,11.14583,14.87083,23.39583,0,30.29167,10.25
2015/07/24,西屯,0,0,67.66667,2.67917,1.86667,196.79167,198.41667,2.85833,2.73333,29.79167,1.68333,0.15958,0.14542,3.85
2015/07/24,西屯,9.35417,13.17083,20.66667,0,36.08333,9.58333,0,0,67.75,2.725,1.84167,205.70833,205.95833,2.62083
2015/07/25,西屯,2.4375,30.25,1.66667,0.17333,0.07625,1.92917,7.8875,9.85833,23.25,0,34.625,12.125,0,0
2015/07/26,西屯,72.04167,1.99583,1.72083,205.41667,206.33333,3.01667,2.76667,30.70833,1.67917,0.15042,0.05208,1.57083,7.00833,8.50417
2015/07/27,西屯,24.50417,0,31.58333,11.625,0,0,68.70833,2.075,1.74583,204.08333,205.33333,2.8625,2.52083,29.08333
2015/07/27,西屯,1.6875,0.175,0.135,3.09167,11.54167,14.6625,18.54167,5.8,32.54167,9.25,0.6,19.0,73.58333,2.90833
2015/07/28,西屯,1.82917,201.41667,202.66667,2.55,2.35,27.79167,1.70417,0.20292,0.15708,4.65,13.65833,18.2625,17.825,6.53333
2015/07/29,西屯,28.95833,9.16667,2.2,18.0,76.375,3.1,1.875,199.25,199.16667,1.99167,1.85417,28.375,1.69583,0.19083
2015/07/29,西屯,0.2025,3.94583,12.27083,16.4,21.35833,0,31.83333,9.54167,0,0,73.29167,3.38333,1.89583,215.625
2015/07/30,西屯,216.625,1.65417,1.53333,29.25,1.71304,0.24043,0.18739,3.24545,11.97727,15.2,23.19565,0,37.26087,15.56522
2015/07/31,西屯,0,0,73.33333,3.44348,1.90435,231.83333,231.125,2.02083,1.8125,29.58333,1.69583,0.28958,0.21667,7.24583
2015/07/31,西屯,12.11667,19.3875,18.9,0,33.08333,15.83333,0,0,70.29167,8.25,1.94167,241.375,237.29167,1.75
2015/08/01,西屯,1.57083,29.83333,1.72083,0.1875,0.17583,5.95,11.02917,16.91667,19.67917,0,29.5,13.125,0,0
2015/08/02,西屯,70.0,3.85,1.9,252.54167,255.75,1.8875,1.34167,30.16667,1.68333,0.19,0.22833,2.69167,10.69167,13.3375
2015/08/03,西屯,25.6375,0,33.91667,15.625,0,0,68.16667,5.42917,1.925,244.3375,246.91667,1.75833,1.2875,31.25
2015/08/03,西屯,1.64375,0.19563,0.21,2.8875,9.825,12.85,29.0625,0,35.52941,14.47059,0,0,57.5625,4.55625
2015/08/04,西屯,1.875,306.75,291.0,2.18824,1.5625,30.0,1.70417,0.24833,0.24125,5.28333,13.21667,18.50833,20.49167,0
2015/08/05,西屯,36.375,15.58333,0,0,66.875,5.2375,1.95,258.875,258.29167,1.98333,1.5125,29.875,1.68333,0.185
2015/08/05,西屯,0.18667,3.25833,10.2,13.51667,35.375,0,41.5,23.875,0,0,70.54167,3.07083,1.87917,269.66667
2015/08/06,西屯,252.375,2.4125,1.44167,30.04167,1.74167,0.19125,0.09542,2.58333,10.8,13.52083,29.19583,0,51.70833,26.45833
2015/08/07,西屯,0,0,68.91667,2.525,1.84167,198.45833,188.95833,3.2375,1.82083,29.41667,1.70417,0.15083,0.0925,4.0375
2015/08/07,西屯,7.76667,11.825,15.6125,0,38.75,10.95833,0.2,0,73.95833,1.975,1.78333,68.70833,103.075,5.5
2015/08/08,西屯,2.55417,26.45833,1.62083,0.05,0.03042,1.28333,3.825,5.1125,22.29167,6.46667,25.45833,6.29167,6.25714,34.06667
2015/08/09,西屯,87.75,1.06667,1.65,171.91667,171.16667,8.84783,5.61667,26.75,1.75417,0.2715,0.11375,2.47917,12.55833,15.0625
2015/08/10,西屯,22.58333,5.5875,22.41667,9.83333,1.82222,5.4375,87.83333,1.5625,1.875,183.60833,199.16667,2.69167,2.475,29.91667
2015/08/10,西屯,1.74583,0.19125,0.1325,3.68333,9.52083,13.14583,21.95,0,36.95833,14.25,0,0,70.83333,1.4875
2015/08/11,西屯,1.87917,194.33333,192.83333,2.79167,2.77083,30.375,1.7625,0.19417,0.18417,4.46667,10.90833,15.3375,19.00417,0
2015/08/12,西屯,30.79167,13.0,0,0,72.5,3.45,1.9375,206.58333,204.95833,2.5125,2.3375,30.33333,1.71739,0.16522
2015/08/12,西屯,0.13087,3.33478,8.76087,12.23478,19.55217,0,30.05263,11.5,0,0,75.04167,3.58696,1.83913,205.29167
2015/08/13,西屯,202.45833,2.87083,2.6375,30.08333,1.725,0.18542,0.12542,2.45833,10.24583,12.65833,18.4375,0,22.95833,7.875
2015/08/14,西屯,0.2,0,73.95833,2.57917,1.84583,194.25,194.04167,2.99167,2.84167,28.16667,1.72917,0.16833,0.12708,3.72917
2015/08/14,西屯,12.84167,16.49583,16.00833,6.56667,26.54167,8.625,2.5,8.5,80.25,2.5875,1.8375,179.66667,195.29167,2.45833
2015/08/15,西屯,2.44167,27.41667,1.79167,0.28125,0.18833,6.52083,15.8375,22.39167,10.5,6.34,27.04167,10.91667,1.14286,7.84
2015/08/16,西屯,85.33333,2.2625,1.97917,189.54167,189.25,2.24583,2.07083,26.75,1.77917,0.23667,0.11833,3.17917,12.39583,15.73333
2015/08/17,西屯,11.90833,5.25,21.08333,5.625,8.42857,4.86667,87.04167,2.35833,1.9,193.66667,195.0,2.16667,2.08333,27.08333
2015/08/17,西屯,1.8087,0.29583,0.23217,6.77083,14.51667,21.32917,10.12727,5.36,25.91667,4.08333,2.52,11.7,84.54167,2.99583
2015/08/18,西屯,2.03043,192.66667,199.625,1.83333,1.50417,28.625,1.80833,0.33,0.26917,6.92083,12.9125,19.90417,17.22917,0
2015/08/19,西屯,34.79167,11.25,0,0,80.95833,2.79167,2.07917,211.125,212.04167,1.53333,1.27917,29.54167,1.85238,0.33909
2015/08/19,西屯,0.26286,4.37619,15.88571,20.18571,24.43913,0,45.65217,26.52174,0,0,79.29167,3.78182,2.09524,159.3913
2015/08/20,西屯,187.69565,1.87391,1.41739,29.95833,1.85833,0.46708,0.25875,2.24583,16.5875,18.82917,44.92083,0,63.83333,37.95833
2015/08/21,西屯,0,0,74.875,4.83333,2.11667,245.04167,215.79167,1.62083,1.24583,31.0,1.98333,0.52917,0.31292,2.27083
2015/08/21,西屯,17.70833,20.20833,56.60833,0,90.33333,57.0,0,0,73.33333,5.99167,2.3,206.5125,215.25,1.39583
2015/08/22,西屯,1.125,31.58333,1.91667,0.42542,0.21292,1.79167,13.05833,14.825,58.95833,0,92.625,56.0,0,0
2015/08/23,西屯,72.25,4.23333,2.1375,192.97917,218.95833,1.72083,1.375,29.79167,1.75833,0.17792,0.07292,1.32917,7.34583,8.7125
2015/08/24,西屯,26.29167,5.8,41.79167,15.54167,2.0,22.0,77.79167,1.80833,1.83333,214.34167,220.37917,3.9,1.24167,29.375
2015/08/24,西屯,1.73333,0.28542,0.14917,2.7,12.58333,15.34583,24.2375,5.5,34.5,12.33333,0.68,27.33333,80.875,2.75
2015/08/25,西屯,1.88333,217.95833,224.25,2.125,1.56667,29.875,1.85714,0.32773,0.15476,2.49048,13.7619,16.34762,30.19545,0
2015/08/26,西屯,38.68182,15.22727,0,0,74.79167,4.19091,2.00476,220.54167,220.16667,2.11667,1.8875,27.08333,1.86667,0.39667
2015/08/26,西屯,0.26667,3.28333,18.33333,21.5375,28.73333,5.0875,29.0,15.875,2.42353,9.7625,89.45833,1.66667,2.12083,172.66667
2015/08/27,西屯,162.33333,1.20833,1.05417,26.75,1.77083,0.37042,0.22833,4.36667,19.54167,23.91667,16.625,5.37778,23.25,10.29167
2015/08/28,西屯,1.83636,5.52222,90.79167,3.53333,2.00417,186.6625,201.70833,1.29167,1.09167,26.79167,1.83333,0.34125,0.16375,6.32083
2015/08/28,西屯,16.1375,22.625,14.11667,6.43333,27.83333,11.125,0.77143,10.66667,87.58333,2.51667,1.99167,190.66667,193.33333,1.95417
2015/08/29,西屯,1.90833,25.79167,1.7375,0.2775,0.11375,5.51667,13.4125,18.925,11.46667,6.18333,24.33333,6.0,1.82857,5.15833
2015/08/30,西屯,88.54167,2.425,1.84167,185.45833,185.08333,2.86667,2.62083,25.41667,1.80833,0.24833,0.10292,3.2875,11.77917,15.14583
2015/08/31,西屯,11.19583,6.04118,14.75,2.29167,1.37,4.46471,92.70833,1.81667,1.91667,198.875,178.82917,1.82083,1.65833,26.04167
2015/08/31,西屯,1.94583,0.50417,0.40125,16.18333,19.6,35.76667,7.53333,5.8,29.25,8.0,3.175,6.0,90.04167,3.14167
2015/09/01,西屯,2.325,189.95833,175.91667,0.95417,0.89167,27.375,1.825,0.35773,0.30125,7.91667,16.79167,24.66667,15.74583,5.43333
2015/09/02,西屯,24.79167,9.0,1.9,17.63333,83.625,3.2625,2.125,211.875,217.91667,1.375,1.0875,27.91667,1.87917,0.3325
2015/09/02,西屯,0.27583,8.46667,16.29167,24.70417,17.11667,6.2,30.375,12.70833,0.2,13.0,81.29167,3.65,2.14583,227.125
2015/09/03,西屯,220.16667,1.30833,1.20417,28.79167,1.86667,0.31,0.31417,6.9125,15.8375,22.69583,16.10833,0,33.20833,15.20833
2015/09/04,西屯,0,0,76.04167,2.6875,2.20417,236.66667,236.625,1.3,0.9375,29.5,1.95833,0.35,0.41,12.24167
2015/09/04,西屯,14.18333,26.4625,12.80417,0,34.75,14.08333,0,0,74.20833,4.92083,2.37083,235.0,206.71667,1.50417
2015/09/05,西屯,1.15,29.45833,1.89167,0.31375,0.20042,6.8125,13.43333,20.27083,21.1375,0,39.41667,19.20833,0,0
2015/09/06,西屯,74.625,4.65,2.09167,208.41667,206.95833,2.17083,1.95833,29.95833,1.75833,0.19792,0.09,1.87083,8.175,10.03333
2015/09/07,西屯,22.75417,0,34.16667,15.75,0,0,72.83333,2.97083,1.84167,195.83333,196.25,2.89583,2.74583,27.08333
2015/09/07,西屯,1.7625,0.36833,0.23833,4.8,21.4125,26.17917,13.55,5.125,24.41667,9.625,6.7,10.39167,90.95833,2.41667
2015/09/08,西屯,2.00833,193.66667,179.45,1.21667,1.02083,27.875,1.83182,0.31591,0.14409,2.46522,13.17391,15.75652,37.66087,0
2015/09/09,西屯,38.13636,15.22727,0,0,74.125,1.64286,1.97273,95.61667,107.625,3.0125,1.14583,28.8125,1.79375,0.39
2015/09/09,西屯,0.17375,2.18,14.92667,17.1,51.69375,0,46.9375,19.75,0,0,63.875,2.93125,1.9625,129.625
2015/09/10,西屯,183.125,3.1625,1.275,27.08333,1.775,0.2375,0.08542,2.1125,10.9875,13.075,47.08333,0,40.375,17.33333
2015/09/11,西屯,0,0,63.375,2.72083,1.8625,101.60417,111.08333,3.4375,1.325,27.20833,1.82917,0.33958,0.20083,3.0625
2015/09/11,西屯,19.23333,22.30833,40.99583,0,51.45833,25.58333,0,0,72.0,4.8875,2.025,181.16667,188.625,1.94583
2015/09/12,西屯,1.05417,27.95833,1.8375,0.38792,0.24292,2.7375,19.16667,21.81667,41.0,0,63.20833,36.66667,0,0
2015/09/13,西屯,70.91667,3.15417,2.09583,163.1875,174.625,2.60833,1.15,27.91667,1.86667,0.40458,0.17958,3.10833,18.4625,21.6
2015/09/14,西屯,41.58333,0,58.41667,31.95833,0,0,71.04167,4.38333,2.03333,210.58333,208.66667,1.94583,0.91667,29.20833
2015/09/14,西屯,1.85833,0.54167,0.25,2.33333,22.46667,24.84583,40.09167,0,76.29167,37.79167,0,0,70.625,4.89583
2015/09/15,西屯,2.12083,232.875,218.20417,1.70417,1.15833,29.04167,1.81667,0.3575,0.21958,2.19583,17.52917,19.70833,39.48333,0
2015/09/16,西屯,62.45833,31.33333,0,0,74.25,4.61667,2.0375,187.70417,178.67917,2.1625,1.28333,28.625,1.775,0.28375
2015/09/16,西屯,0.15708,2.79583,15.125,17.97083,34.02917,0,48.82609,23.95238,0,0,76.70833,2.70833,1.92083,127.25
2015/09/17,西屯,116.74167,2.95417,1.0875,28.29167,1.8375,0.32833,0.11125,2.30417,14.00417,16.3625,43.08333,0,50.79167,27.71429
2015/09/18,西屯,0,0,71.08333,1.93333,1.95833,106.83333,118.825,2.9625,1.10833,27.125,1.8125,0.285,0.12458,1.62083
2015/09/18,西屯,15.50833,17.24167,47.625,0,51.75,24.85714,0,0,63.95833,2.95833,1.93333,130.91667,143.125,3.16667
2015/09/19,西屯,1.32083,27.5,1.87917,0.40792,0.22125,2.88333,22.7625,25.66667,48.2875,0,66.75,34.04762,0,0
2015/09/20,西屯,66.29167,2.7875,2.10833,182.20833,178.475,1.80417,0.975,28.45833,1.83333,0.43542,0.13292,0.95417,15.57917,16.45833
2015/09/21,西屯,60.33333,0,75.83333,42.61111,0,0,68.45833,4.9875,1.9625,217.625,244.91667,1.78333,1.5125,28.66667
2015/09/21,西屯,1.825,0.455,0.17667,2.45417,19.02083,21.32917,42.8875,0,66.66667,37.6087,0,0,71.375,4.44167
2015/09/22,西屯,2.0125,216.91667,221.625,1.87083,1.40417,28.625,1.81364,0.42652,0.18455,2.83913,16.93913,19.88261,34.78261,0
2015/09/23,西屯,61.20833,29.95238,0,0,74.25,3.59545,2.00455,206.95833,232.95833,2.0875,1.32917,29.04167,1.81739,0.47545
2015/09/23,西屯,0.34261,4.07826,19.22174,23.33043,31.43913,0,58.04348,36.1,0,0,74.70833,5.44348,2.16957,221.70833
2015/09/24,西屯,217.66667,1.6,1.4125,28.66667,1.85556,0.37944,0.285,2.64444,17.41667,20.05556,29.12857,0,52.84211,34.28571
2015/09/25,西屯,0,0,77.88889,3.63889,2.13333,172.77778,180.57895,1.75263,1.41667,29.75,1.87083,0.43708,0.27083,4.89167
2015/09/25,西屯,21.16667,26.13333,49.75,0,58.79167,29.15385,0,0,73.41667,2.81739,2.12917,191.60833,198.92083,2.175
2015/09/26,西屯,1.23333,28.125,1.77083,0.2775,0.1175,2.31667,12.75417,15.05833,40.9125,0,45.75,21.04167,0,0
2015/09/27,西屯,68.54167,2.68333,1.89583,77.625,112.95833,4.38333,1.6125,26.375,1.72917,0.235,0.03917,1.05417,5.30417,6.35
2015/09/28,西屯,54.375,0,37.83333,13.75,0,0,70.83333,1.85417,1.7875,61.08333,67.58333,6.6,3.17083,26.85
2015/09/28,西屯,1.705,0.164,0.0255,1.06316,5.43684,6.47368,37.4,0,16.52381,0.80952,4.12857,0,90.05,1.28
2015/09/29,西屯,1.725,184.1,198.14286,8.65238,3.485,27.0,1.8,0.21,0.05,1.3,5.6,6.9,26.0,0
2015/09/30,西屯,12.0,1.0,7.4,0,95.0,1.5,1.8,157.0,176.0,5.6,2.8,30.15385,1.81667,0.38364
2015/09/30,西屯,0.31333,2.025,15.34167,17.29167,44.46923,0,39.53846,19.07692,0,0,74.07692,3.74167,2.15,246.07692
2015/10/01,西屯,237.21429,2.23571,1.47692,29.33333,1.825,0.54083,0.45833,5.72917,17.05,22.68333,21.13333,0,45.95833,26.29167
2015/10/02,西屯,0,0,80.20833,3.27917,2.29583,210.70833,185.04167,1.625,1.41667,27.95833,1.69545,0.49591,0.15955,1.65909
2015/10/02,西屯,15.33182,16.96818,34.95417,0,52.65217,23.65217,0,0,80.33333,2.5381,1.85909,102.44583,171.70833,2.55833
2015/10/03,西屯,1.32083,28.95833,1.8,0.51792,0.42583,1.5625,16.2625,17.7875,43.17917,0,71.75,39.70833,0,0
2015/10/04,西屯,79.5,2.92083,2.22917,211.82083,224.83333,1.77083,1.4875,28.91667,1.72083,0.45875,0.31083,1.5,14.22632,15.59474
2015/10/05,西屯,38.5625,0,63.125,35.83333,0,0,80.29167,4.93333,2.02917,209.6125,221.95833,1.62917,1.27083,28.95833
2015/10/05,西屯,1.73333,0.40417,0.26042,1.575,14.02917,15.55417,42.2625,0,62.29167,37.58333,0,0,79.04167,2.79167
2015/10/06,西屯,2.0,190.08333,180.0125,1.7875,1.25,29.0,1.9125,0.555,0.49167,3.95,22.75,26.75,35.1625,0
2015/10/07,西屯,81.33333,51.0,0,0,78.5,6.75833,2.4125,204.70833,225.625,1.6375,1.32917,28.29167,1.79565,0.43304
2015/10/07,西屯,0.39522,2.74348,17.44348,20.36957,38.1,0,63.30435,33.13043,0,0,75.5,4.55652,2.2087,174.5
2015/10/08,西屯,182.33333,1.62083,1.27083,27.45833,1.77143,0.37391,0.37762,3.57727,19.59091,23.13636,23.05652,0,55.73913,29.08696
2015/10/09,西屯,0,0,79.875,3.70435,2.14762,190.45833,192.29167,2.13333,2.00833,26.04167,1.70417,0.24542,0.11208,2.10417
2015/10/09,西屯,10.04167,12.17917,29.57917,0,23.5,8.41667,8.1,0,81.375,2.6,1.82917,131.85,175.57917,3.25833
2015/10/10,西屯,1.6625,25.29167,1.72083,0.24833,0.08333,1.72917,9.925,11.70833,38.66667,0,36.33333,14.125,0.4,0
2015/10/11,西屯,70.125,2.76087,1.825,48.29167,65.0,3.61667,1.68333,23.5,1.7625,0.30833,0.07125,0.70833,8.24583,8.84583
2015/10/12,西屯,45.5,0,52.0,26.0,0.2,0,70.41667,2.8875,1.84583,53.58333,65.41667,4.16667,1.9625,24.375
2015/10/12,西屯,1.8,0.385,0.13583,1.20417,15.7625,16.8875,41.91667,0,45.125,21.0,0,0,69.79167,3.05417
2015/10/13,西屯,1.925,108.78333,121.45833,2.4875,1.16667,24.625,1.81667,0.4075,0.14792,1.17083,13.67083,14.82917,59.625,0
2015/10/14,西屯,67.83333,41.29167,0,0,63.29167,3.0,1.95833,49.625,60.05833,3.31667,1.4625,23.95833,1.74167,0.27667
2015/10/14,西屯,0.1175,1.2875,14.04167,15.41667,46.20833,0,47.33333,21.04167,0,0,66.625,2.87083,1.87083,151.19583
2015/10/15,西屯,154.125,3.19167,1.42917,24.16667,1.7125,0.24042,0.08875,1.2375,10.79167,11.925,41.08333,0,37.83333,12.625
2015/10/16,西屯,0,0,68.41667,1.65,1.80833,81.83333,90.33333,3.44167,1.5,25.0,1.70833,0.22833,0.09125,1.49545
2015/10/16,西屯,12.29091,13.63636,37.56522,0,43.73913,17.95652,0,0,69.08333,2.07273,1.82917,77.91667,97.70833,3.2625
2015/10/17,西屯,1.38333,25.125,1.725,0.23625,0.07958,0.95417,10.26667,11.24167,41.45833,0,45.70833,20.70833,0,0
2015/10/18,西屯,63.875,1.525,1.80833,73.625,68.41667,3.35833,1.5125,24.91667,1.74583,0.24042,0.075,1.42917,11.67083,13.17083
2015/10/19,西屯,44.0,0,39.125,16.91667,0,0,71.41667,2.01667,1.82083,106.6125,132.16667,3.175,1.29583,26.33333
2015/10/19,西屯,1.78333,0.37333,0.2025,4.13913,20.26087,24.43478,28.8375,0,45.66667,18.54167,0,0,75.33333,2.34583
2015/10/20,西屯,1.975,115.79167,122.20833,1.63333,1.01667,27.41667,1.9,0.68458,0.4425,8.72083,29.08333,37.83333,40.98333,0
2015/10/21,西屯,100.375,59.29167,0.2,0,79.83333,4.89167,2.34583,226.0,225.16667,1.3625,0.95417,26.33333,1.85,0.5425
2015/10/21,西屯,0.3875,6.1125,23.4375,29.625,20.4625,0,73.79167,44.75,0.3,0,80.875,3.33333,2.225,101.95833
2015/10/22,西屯,109.1625,1.94583,1.1125,26.0,1.81304,0.35826,0.20478,3.29545,15.21364,18.45455,29.0087,0,39.34783,17.73913
2015/10/23,西屯,0,0,78.125,2.6087,2.01739,96.5375,106.5,2.69583,1.27917,26.08333,1.73333,0.3,0.10083,1.34583
2015/10/23,西屯,11.0125,12.35417,36.16667,0,39.66667,19.08333,0,0,79.33333,2.01667,1.8375,103.04167,105.83333,3.83333
2015/10/24,西屯,1.3,27.0,1.74167,0.28917,0.1025,1.5375,12.30417,13.84583,28.83333,0,36.0,17.20833,0,0
2015/10/25,西屯,78.04167,3.15417,1.85,103.07917,109.92917,2.675,1.02917,26.70833,1.77917,0.31833,0.12042,1.67083,14.6625,16.37083
2015/10/26,西屯,29.52917,0,51.41667,27.91667,0,0,76.83333,2.0625,1.90417,129.7125,130.04167,2.46667,1.37083,26.20833
2015/10/26,西屯,1.8625,0.5175,0.29625,4.4875,24.5,28.91667,30.4375,0,74.70833,42.33333,0,0,78.70833,4.00417
2015/10/27,西屯,2.15417,182.54167,199.6875,1.51667,1.2375,26.54167,1.82917,0.39958,0.21625,1.575,18.55,20.15833,39.28333,0
2015/10/28,西屯,76.125,47.91667,0,0,79.70833,5.5625,2.05,184.54167,172.29167,1.94167,1.4625,26.5,1.92609,0.69136
2015/10/28,西屯,0.36826,5.84167,25.16667,31.04167,43.78333,0,89.26087,63.43478,0,0,78.95833,4.46364,2.27826,198.79167
2015/10/29,西屯,198.6625,1.53333,1.1875,26.20833,1.875,0.64625,0.28667,2.30833,21.29167,23.66667,39.0625,0,99.83333,61.08333
2015/10/30,西屯,0,0,81.625,2.77083,2.17083,209.625,209.33333,1.7,1.34583,25.91667,1.89167,0.4225,0.25542,5.5
2015/10/30,西屯,17.25417,22.74167,30.5375,0,61.95833,36.04167,0,0,77.45833,2.575,2.15417,216.0,204.29167,2.85
2015/10/31,西屯,1.1375,24.58333,1.72917,0.24333,0.07458,1.3,10.04583,11.375,38.29167,0,28.875,11.0,0,0
2015/11/01,西屯,75.75,2.5,1.80833,96.70417,156.30833,3.26667,1.29583,23.79167,1.78333,0.31458,0.13167,2.5625,16.31667,18.91667
2015/11/02,西屯,22.7125,0,40.20833,17.0,0,0,79.625,2.2875,1.925,164.66667,172.16667,2.33333,0.9625,22.75
2015/11/02,西屯,1.7875,0.30792,0.10875,1.10833,11.17917,12.27083,31.0,0,33.875,13.54167,0,0,77.08333,0.72083
2015/11/03,西屯,1.875,58.29167,94.04167,4.26667,1.37917,24.33333,1.76522,0.35444,0.13826,1.15217,14.71304,15.86522,33.63913,0
2015/11/04,西屯,32.95833,11.125,0,0,76.04167,3.06087,1.90435,106.02917,122.95833,2.64583,1.20417,26.33333,1.85,0.51625
2015/11/04,西屯,0.41542,4.35,23.83333,28.125,42.00833,0,76.29167,39.58333,0,0,77.16667,4.8125,2.2625,200.75
2015/11/05,西屯,221.3375,1.33333,1.1,26.375,1.80833,0.49875,0.39083,5.89167,24.33333,30.16667,32.18333,0,81.95833,51.625
2015/11/06,西屯,0,0,83.04167,3.5875,2.20833,234.625,230.95833,1.42083,1.01667,26.95833,1.80833,0.46304,0.3275,3.60417
2015/11/06,西屯,22.66667,26.33333,34.5875,0,90.21739,53.56522,0,0,81.875,5.2625,2.1375,208.08333,226.91667,1.45833
2015/11/07,西屯,1.28333,27.20833,1.81304,0.44833,0.28609,5.07917,22.575,27.70833,33.1125,0,94.66667,61.125,0,0
2015/11/08,西屯,78.91667,4.62083,2.10435,199.83333,186.0,1.72917,1.42083,26.83333,1.83333,0.54,0.27375,6.00833,20.5,26.58333
2015/11/09,西屯,33.69167,0,112.45833,81.54167,0,0,80.875,4.44583,2.10833,200.75,196.04167,1.47083,1.11667,26.25
2015/11/09,西屯,1.7625,0.49917,0.15875,2.17083,16.7125,18.94583,27.34583,0,71.29167,45.29167,0,0,79.0,1.8875
2015/11/10,西屯,1.92083,142.125,148.5,2.95417,1.23333,23.625,1.77083,0.45826,0.10125,1.22083,10.25833,11.5125,37.20833,0
2015/11/11,西屯,33.73913,10.73913,0,0,72.625,2.42917,1.87917,72.625,105.20833,4.05,1.20833,24.16667,1.76667,0.41292
2015/11/11,西屯,0.20333,3.35833,19.3125,22.8375,28.37917,0,43.16667,19.41667,0,0,74.29167,2.4375,1.97083,131.94583
2015/11/12,西屯,146.20833,2.27917,1.32083,25.83333,1.8125,0.56417,0.33042,5.45833,25.20833,30.66667,39.92083,0,73.58333,39.66667
2015/11/13,西屯,0,0,76.79167,3.79583,2.14167,154.38333,185.875,1.52083,1.075,25.5,1.77083,0.49708,0.23708,1.75
2015/11/13,西屯,22.125,23.79167,29.2,0,84.125,53.54167,0,0,81.54167,2.3375,2.025,138.95,120.91667,1.6
2015/11/14,西屯,1.1,25.875,1.81667,0.4825,0.31708,8.675,23.39167,32.01667,23.07917,0,52.95833,32.95833,0,0
2015/11/15,西屯,76.83333,2.79583,2.14167,158.50417,170.375,1.9625,1.07083,26.125,1.8125,0.4675,0.18875,3.97917,19.17917,23.12083
2015/11/16,西屯,25.26667,0,48.54167,26.875,0,0,75.125,2.49167,2.00417,158.5,172.08333,1.67917,1.30417,26.08333
2015/11/16,西屯,1.84783,0.62522,0.33652,7.9,28.52174,36.43478,20.04348,0,63.13043,34.91304,0,0,76.20833,5.66522
2015/11/17,西屯,2.1913,187.33333,200.66667,1.475,1.175,27.20833,1.95417,0.74333,0.58958,15.425,29.04167,44.33333,27.64583,0
2015/11/18,西屯,69.53846,39.0,0,0,71.41667,3.6625,2.54583,209.125,236.25,1.23333,0.94167,28.0,1.68,0.33133
2015/11/18,西屯,0.23267,2.52,16.72,19.4,28.9375,0,0,0,0,0,72.9375,4.1125,1.91333,248.625
2015/11/19,西屯,261.0,2.34118,1.55625,25.875,1.74583,0.42875,0.18,2.90833,18.54167,21.33333,27.3375,0,0,0
2015/11/20,西屯,0,0,78.79167,2.79167,1.925,139.70833,167.45833,2.52083,1.275,25.41667,1.81364,0.51391,0.27773,5.60952
2015/11/20,西屯,23.66667,29.28571,18.64,0,0,0,0,0,76.79167,3.25455,2.07273,124.825,130.95833,1.86667
2015/11/21,西屯,1.37083,24.75,1.84091,0.58167,0.29136,5.93182,25.18182,31.04545,19.5625,0,86.2,55.6,0.4,0
2015/11/22,西屯,84.79167,1.775,2.13182,139.93333,150.875,1.52917,1.10417,25.375,1.80833,0.47875,0.20458,5.82083,16.97917,22.875
2015/11/23,西屯,24.49583,0,46.58333,20.83333,0,0,79.58333,2.775,2.025,186.625,209.91667,1.62083,1.0375,24.83333
2015/11/23,西屯,1.73333,0.33348,0.11083,2.58261,13.2,15.73043,23.94583,0,39.73913,13.86364,0,0,78.125,0.91739
2015/11/24,西屯,1.8625,92.04348,100.86957,3.54783,1.5,23.75,1.74583,0.3225,0.09792,1.275,11.22083,12.5125,35.70833,0
2015/11/25,西屯,38.66667,13.25,0,0,72.75,2.21667,1.84583,79.66667,87.21667,4.16667,1.34167,23.04167,1.7625,0.295
2015/11/25,西屯,0.09042,1.34167,11.17083,12.425,37.41667,0,46.625,13.91667,0,0,71.54167,2.59167,1.84167,74.225
2015/11/26,西屯,94.5625,5.14167,1.90417,17.875,1.8,0.25458,0.08333,1.37083,8.73333,10.0875,40.125,0,51.33333,13.125
2015/11/27,西屯,0,0,53.875,1.5875,1.86667,72.75,71.66667,6.96667,3.09583,17.45833,1.80833,0.28333,0.15,3.3
2015/11/27,西屯,17.075,20.425,32.51667,0,46.875,22.04167,0,0,52.54167,1.73333,1.94167,52.71667,116.52083,3.16667
2015/11/28,西屯,1.70417,20.41667,1.90833,0.74458,0.40958,19.02917,30.625,49.625,33.12917,0,82.08333,55.29167,0,0
2015/11/29,西屯,66.54167,2.70417,2.325,198.25417,171.8375,1.2,0.64583,22.54167,1.88333,0.53833,0.27,4.14167,22.7875,26.875
2015/11/30,西屯,29.80833,0,68.625,45.5,0,0,74.16667,2.53333,2.15,210.25417,183.66667,2.39167,0.9875,23.08333
2015/11/30,西屯,1.71667,0.3475,0.12083,1.90833,15.3875,17.35833,29.93333,0,33.58333,12.91667,0,0,75.70833,2.04583
2015/12/01,西屯,1.8625,123.625,106.35,3.3625,1.4875,23.29167,1.825,0.42125,0.25875,8.6875,21.69583,30.41667,27.25833,0
